iata_code,type,name,scheduled_service
FRH,small_airport,French Lick Municipal Airport,no
FRI,medium_airport,Marshall Army Air Field,no
FRM,small_airport,Fairmont Municipal Airport,no
FRR,small_airport,Front Royal Warren County Airport,no
FSD,medium_airport,Sioux Falls Regional Airport / Joe Foss Field,yes
FSI,medium_airport,Henry Post Army Air Field,no
FSK,small_airport,Fort Scott Municipal Airport,no
FSM,medium_airport,Fort Smith Regional Airport,yes
FST,medium_airport,Fort Stockton Pecos County Airport,no
FSU,small_airport,Fort Sumner Municipal Airport,no
FMS,small_airport,Fort Madison Municipal Airport,no
FTK,medium_airport,Godman Army Air Field,no
FTW,medium_airport,Fort Worth Meacham International Airport,no
FTY,medium_airport,Fulton County Airport Brown Field,no
FUL,small_airport,Fullerton Municipal Airport,no
WFK,small_airport,Northern Aroostook Regional Airport,no
FWA,medium_airport,Fort Wayne International Airport,yes
FXE,medium_airport,Fort Lauderdale Executive Airport,no
FXY,small_airport,Forest City Municipal Airport,no
FYM,small_airport,Fayetteville Municipal Airport,no
FYV,medium_airport,Drake Field,no
GAB,small_airport,Gabbs Airport,no
GAD,small_airport,Northeast Alabama Regional Airport,no
GAG,small_airport,Gage Heibeck Airport,no
GAI,small_airport,Montgomery County Airpark,no
GBD,small_airport,Great Bend Municipal Airport,no
GBG,small_airport,Galesburg Municipal Airport,no
GBR,small_airport,Walter J. Koladza Airport,no
GCC,medium_airport,Northeast Wyoming Regional Airport,yes
JDA,small_airport,Grant County Regional Airport / Ogilvie Field,no
GCK,medium_airport,Garden City Regional Airport,yes
GCN,medium_airport,Grand Canyon National Park Airport,yes
GCY,small_airport,Greeneville Municipal Airport,no
GDM,small_airport,Gardner Municipal Airport,no
GDV,medium_airport,Dawson Community Airport,yes
GDW,small_airport,Gladwin Zettel Memorial Airport,no
GED,small_airport,Delaware Coastal Airport,no
GEG,medium_airport,Spokane International Airport,yes
GEY,small_airport,South Big Horn County Airport,no
GFA,heliport,Malmstrom Air Force Base,no
GFD,small_airport,Pope Field,no
GFK,medium_airport,Grand Forks International Airport,yes
GFL,medium_airport,Floyd Bennett Memorial Airport,no
GGE,small_airport,Georgetown County Airport,no
GGG,medium_airport,East Texas Regional Airport,yes
GGW,medium_airport,Glasgow Valley County Airport Wokal Field,yes
GHM,small_airport,Centerville Municipal Airport,no
IDH,small_airport,Idaho County Airport,no
GIF,small_airport,Winter Haven Regional Airport - Gilbert Field,no
GJT,medium_airport,Grand Junction Regional Airport,yes
MEJ,small_airport,Port Meadville Airport,no
GKT,small_airport,Gatlinburg-Pigeon Forge Airport,no
GLD,medium_airport,Goodland Municipal Airport,no
GLE,small_airport,Gainesville Municipal Airport,no
GLH,medium_airport,Mid Delta Regional Airport,yes
GLR,small_airport,Gaylord Regional Airport,no
GLS,medium_airport,Scholes International At Galveston Airport,no
GLW,small_airport,Glasgow Municipal Airport,no
GMU,medium_airport,Greenville Downtown Airport,no
GNG,small_airport,Gooding Municipal Airport,no
GNT,small_airport,Grants-Milan Municipal Airport,no
GNV,medium_airport,Gainesville Regional Airport,yes
GOK,small_airport,Guthrie-Edmond Regional Airport,no
GON,medium_airport,Groton New London Airport,no
FCA,medium_airport,Glacier Park International Airport,yes
GPT,medium_airport,Gulfport Biloxi International Airport,yes
GPZ,small_airport,Grand Rapids Itasca Co-Gordon Newstrom field,no
GQQ,small_airport,Galion Municipal Airport,no
GRB,medium_airport,Austin Straubel International Airport,yes
GRD,small_airport,Greenwood County Airport,no
GRE,small_airport,Greenville Airport,no
GRF,medium_airport,Gray Army Air Field,no
GRI,medium_airport,Central Nebraska Regional Airport,yes
GRK,medium_airport,Killeen Regional Airport / Robert Gray Army Airfield,yes
GRN,small_airport,Gordon Municipal Airport,no
GRR,medium_airport,Gerald R. Ford International Airport,yes
GSB,medium_airport,Seymour Johnson Air Force Base,no
GSH,small_airport,Goshen Municipal Airport,no
GSO,medium_airport,Piedmont Triad International Airport,yes
GSP,medium_airport,Greenville Spartanburg International Airport,yes
GTF,medium_airport,Great Falls International Airport,yes
GTG,small_airport,Grantsburg Municipal Airport,no
GTR,medium_airport,Golden Triangle Regional Airport,yes
GUC,medium_airport,Gunnison Crested Butte Regional Airport,yes
GUP,medium_airport,Gallup Municipal Airport,yes
GUS,medium_airport,Grissom Air Reserve Base,no
GUY,medium_airport,Guymon Municipal Airport,no
GVE,small_airport,Gordonsville Municipal Airport,no
GVL,small_airport,Lee Gilmer Memorial Airport,no
GVT,small_airport,Majors Airport,no
GWO,medium_airport,Greenwood–Leflore Airport,no
GWS,small_airport,Glenwood Springs Municipal Airport,no
KGX,small_airport,Grayling Airport,yes
GXY,small_airport,Greeley–Weld County Airport,no
GDC,small_airport,Donaldson Field Airport,no
PNX,medium_airport,North Texas Regional Airport Perrin Field,no
GYR,small_airport,Phoenix Goodyear Airport,no
GYY,medium_airport,Gary Chicago International Airport,no
KGZ,small_airport,Glacier Creek Airport,no
DSY,small_airport,Dara Sakor International Airport,no
KTI,large_airport,Techo International Airport,yes
HAB,small_airport,Marion County Rankin Fite Airport,no
HAF,small_airport,Half Moon Bay Airport,no
HAI,small_airport,Three Rivers Municipal Dr Haines Airport,no
HAO,small_airport,Butler Co Regional Airport - Hogan Field,no
HBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,no
HBR,medium_airport,Hobart Regional Airport,no
HDE,small_airport,Brewster Field,no
HDN,medium_airport,Yampa Valley Airport,yes
HEE,small_airport,Thompson-Robbins Airport,no
MNZ,medium_airport,Manassas Regional Airport/Harry P. Davis Field,no
HEZ,small_airport,Natchez–Adams County Airport / Hardy-Anders Field,no
HFD,medium_airport,Hartford Brainard Airport,no
HFF,small_airport,Mackall Army Air Field,no
HGR,medium_airport,Hagerstown Regional Richard A Henson Field,yes
HHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,yes
HUJ,small_airport,Stan Stamper Municipal Airport,no
HIB,medium_airport,Range Regional Airport,yes
HIE,small_airport,Mount Washington Regional Airport,no
HIF,medium_airport,Hill Air Force Base,no
HII,medium_airport,Lake Havasu City International Airport,no
HIO,medium_airport,Portland Hillsboro Airport,no
HKA,small_airport,Blytheville Municipal Airport,no
HKS,small_airport,Hawkins Field,no
HKY,medium_airport,Hickory Regional Airport,no
HLB,small_airport,Batesville Airport,no
HLC,small_airport,Hill City Municipal Airport,no
HLG,medium_airport,Wheeling Ohio County Airport,no
HLN,medium_airport,Helena Regional Airport,yes
HLR,heliport,Hood Army Air Field,no
HMN,medium_airport,Holloman Air Force Base,no
HMT,small_airport,Hemet Ryan Airport,no
HNB,small_airport,Huntingburg Airport,no
HSH,small_airport,Henderson Executive Airport,no
HOB,medium_airport,Lea County Regional Airport,yes
HON,medium_airport,Huron Regional Airport,no
HOP,medium_airport,Campbell Army Airfield (Fort Campbell),no
HOT,medium_airport,Memorial Field Airport,yes
HOU,medium_airport,William P Hobby Airport,yes
HPN,medium_airport,Westchester County Airport,yes
HPT,small_airport,Hampton Municipal Airport,no
HPY,small_airport,Baytown Airport,no
HQM,medium_airport,Bowerman Airport,no
HES,small_airport,Hermiston Municipal Airport,no
HRL,medium_airport,Valley International Airport,yes
HRO,medium_airport,Boone County Airport,yes
HSB,small_airport,Harrisburg-Raleigh Airport,no
HNC,small_airport,Billy Mitchell Airport,no
THP,small_airport,Hot Springs County Airport,no
HSI,small_airport,Hastings Municipal Airport,no
HSP,small_airport,Ingalls Field,no
HST,medium_airport,Homestead ARB Airport,no
HSV,medium_airport,Huntsville International Carl T Jones Field,yes
HTH,small_airport,Hawthorne Industrial Airport,no
HTL,small_airport,Roscommon County - Blodgett Memorial Airport,no
HTO,small_airport,Town of East Hampton Airport,no
HTS,medium_airport,Tri-State Airport / Milton J. Ferguson Field,yes
HTW,small_airport,Lawrence County Airpark,no
HUA,medium_airport,Redstone Army Air Field,no
HUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",no
HUL,medium_airport,Houlton International Airport,no
HUM,small_airport,Houma Terrebonne Airport,no
HUT,medium_airport,Hutchinson Municipal Airport,no
HVE,small_airport,Hanksville Airport,no
HVN,medium_airport,Tweed New Haven Airport,yes
HVR,medium_airport,Havre City County Airport,yes
HVS,small_airport,Hartsville Regional Airport,no
HWD,small_airport,Hayward Executive Airport,no
HWO,small_airport,North Perry Airport,no
WSH,small_airport,Brookhaven Calabro Airport,no
HHH,medium_airport,Hilton Head Airport,yes
HYA,medium_airport,Cape Cod Gateway Airport,yes
HYR,medium_airport,Sawyer County Airport,no
HYS,medium_airport,Hays Regional Airport,yes
HZL,small_airport,Hazleton Municipal Airport,no
JFN,medium_airport,Northeast Ohio Regional Airport,no
IAB,medium_airport,McConnell Air Force Base,no
IAD,large_airport,Washington Dulles International Airport,yes
IAG,medium_airport,Niagara Falls International Airport,yes
IAH,large_airport,George Bush Intercontinental Houston Airport,yes
KIB,seaplane_base,Ivanof Bay Seaplane Base,no
ICL,small_airport,Schenck Field,no
ICT,medium_airport,Wichita Eisenhower National Airport,yes
IDA,medium_airport,Idaho Falls Regional Airport,yes
IDG,small_airport,Ida Grove Municipal Airport,no
IDI,small_airport,Indiana County–Jimmy Stewart Airport,no
IDP,small_airport,Independence Municipal Airport,no
XPR,small_airport,Pine Ridge Airport,no
IFA,small_airport,Iowa Falls Municipal Airport,no
IFP,medium_airport,Laughlin Bullhead International Airport,no
IGM,medium_airport,Kingman Airport,no
IJX,small_airport,Jacksonville Municipal Airport,no
IKK,medium_airport,Greater Kankakee Airport,no
KIL,small_airport,Kilwa Airport,no
ILE,small_airport,Skylark Field,no
ILG,medium_airport,Wilmington Airport,yes
ILM,medium_airport,Wilmington International Airport,yes
ILN,medium_airport,Wilmington Airpark,no
IML,small_airport,Imperial Municipal Airport,no
IMM,small_airport,Immokalee Regional Airport,no
MDN,small_airport,Madison Municipal Airport,no
IMT,medium_airport,Ford Airport,yes
IND,large_airport,Indianapolis International Airport,yes
INK,medium_airport,Winkler County Airport,no
INL,medium_airport,Falls International Airport,yes
INS,small_airport,Creech Air Force Base,no
INT,medium_airport,Smith Reynolds Airport,no
INW,medium_airport,Winslow Lindbergh Regional Airport,no
IOW,small_airport,Iowa City Municipal Airport,no
IPL,medium_airport,Imperial County Airport,yes
IPT,medium_airport,Williamsport Regional Airport,yes
IRK,medium_airport,Kirksville Regional Airport,yes
IRS,small_airport,Kirsch Municipal Airport,no
ISM,medium_airport,Kissimmee Gateway Airport,no
ISO,medium_airport,Kinston Regional Jetport At Stallings Field,no
ISP,medium_airport,Long Island Mac Arthur Airport,yes
ISQ,small_airport,Schoolcraft County Airport,no
ISW,small_airport,Alexander Field South Wood County Airport,no
ITH,medium_airport,Ithaca Tompkins Regional Airport,yes
AZA,medium_airport,Mesa Gateway Airport,yes
IWD,small_airport,Gogebic Iron County Airport,yes
ISS,small_airport,Wiscasset Airport,no
IWS,small_airport,West Houston Airport,no
JCI,small_airport,New Century AirCenter Airport,no
IYK,small_airport,Inyokern Airport,no
SQA,small_airport,Santa Ynez Airport,no
FRY,small_airport,Eastern Slopes Regional Airport,no
JAC,medium_airport,Jackson Hole Airport,yes
JAN,medium_airport,Jackson-Medgar Wiley Evers International Airport,yes
JAS,small_airport,Jasper County Airport Bell Field,no
JAX,large_airport,Jacksonville International Airport,yes
JBR,medium_airport,Jonesboro Municipal Airport,yes
JCT,medium_airport,Kimble County Airport,no
JDN,small_airport,Jordan Airport,no
JEF,small_airport,Jefferson City Memorial Airport,no
JFK,large_airport,John F Kennedy International Airport,yes
JHW,medium_airport,Chautauqua County-Jamestown Airport,no
GUF,small_airport,Jack Edwards National Airport,no
JLN,medium_airport,Joplin Regional Airport,yes
JMS,medium_airport,Jamestown Regional Airport,yes
JOT,small_airport,Joliet Regional Airport,no
USA,medium_airport,Concord-Padgett Regional Airport,yes
JKV,small_airport,Cherokee County Airport,no
JST,medium_airport,John Murtha Johnstown Cambria County Airport,yes
JVL,small_airport,Southern Wisconsin Regional Airport,no
KJX,small_airport,Kuala Batu Airport,no
JXN,medium_airport,Jackson County Airport/Reynolds Field,no
OSB,small_airport,Grand Glaize Osage Beach Airport,no
KKB,seaplane_base,Kitoi Bay Seaplane Base,yes
KIC,small_airport,Mesa Del Rey Airport,no
KKL,seaplane_base,Karluk Lake Seaplane Base,no
KLS,medium_airport,Southwest Washington Regional Airport,no
KNB,small_airport,Kanab Municipal Airport,no
KKU,small_airport,Ekuk Airport,no
DTH,small_airport,Furnace Creek Airport,no
BXS,small_airport,Borrego Valley Airport,no
RBF,small_airport,Big Bear City Airport,no
MYH,small_airport,Marble Canyon Airport,no
TRH,small_airport,Trona Airport,no
LAA,medium_airport,Southeast Colorado Regional Airport,no
LAF,medium_airport,Purdue University Airport,yes
LAL,medium_airport,Lakeland Linder International/Regional Airport,yes
LAM,small_airport,Los Alamos Airport,no
LAN,medium_airport,Capital City Airport,yes
LAR,medium_airport,Laramie Regional Airport,yes
LAS,large_airport,Harry Reid International Airport,yes
LAW,medium_airport,Lawton Fort Sill Regional Airport,yes
LAX,large_airport,Los Angeles International Airport,yes
LBB,medium_airport,Lubbock Preston Smith International Airport,yes
LBE,medium_airport,Arnold Palmer Regional Airport,yes
LBF,medium_airport,North Platte Regional Airport Lee Bird Field,yes
LBL,medium_airport,Liberal Mid-America Regional Airport,yes
LBT,medium_airport,Lumberton Regional Airport,no
LJN,medium_airport,Texas Gulf Coast Regional Airport,no
LCH,medium_airport,Lake Charles Regional Airport,yes
LCI,small_airport,Laconia Municipal Airport,no
LCK,medium_airport,Rickenbacker International Airport,yes
LCQ,small_airport,Lake City Gateway Airport,no
LDJ,small_airport,Linden Airport,no
LDM,small_airport,Mason County Airport,no
LEB,medium_airport,Lebanon Municipal Airport,yes
LEE,medium_airport,Leesburg International Airport,no
LEM,small_airport,Lemmon Municipal Airport,no
LEW,small_airport,Auburn Lewiston Municipal Airport,no
LEX,medium_airport,Blue Grass Airport,yes
LFI,medium_airport,Langley Air Force Base,no
LFK,medium_airport,Angelina County Airport,no
LFT,medium_airport,Lafayette Regional Airport,yes
LGA,large_airport,LaGuardia Airport,yes
LGB,medium_airport,Long Beach Airport (Daugherty Field),yes
LGC,small_airport,LaGrange Callaway Airport,no
LGD,small_airport,La Grande/Union County Airport,no
LGF,small_airport,Laguna Army Airfield,no
LGU,medium_airport,Logan-Cache Airport,no
LHV,small_airport,William T. Piper Memorial Airport,no
LIY,small_airport,MidCoast Regional Airport at Wright Army Airfield,no
LFN,small_airport,Triangle North Executive Airport,no
LIC,small_airport,Limon Municipal Airport,no
LIT,medium_airport,Bill & Hillary Clinton National Airport/Adams Field,yes
LKP,small_airport,Lake Placid Airport,no
LOW,small_airport,Louisa County Airport / Freeman Field,no
LKV,small_airport,Lake County Airport,no
CHL,small_airport,Challis Airport,no
LMS,small_airport,Louisville Winston County Airport,no
LMT,medium_airport,Crater Lake-Klamath Regional Airport,no
LNA,small_airport,Palm Beach County Park Airport,no
LND,medium_airport,Hunt Field,no
LNK,medium_airport,Lincoln Airport,yes
LNN,small_airport,Lake County Executive Airport,no
LNP,small_airport,Lonesome Pine Airport,no
LNR,small_airport,Tri-County Regional Airport,no
LNS,medium_airport,Lancaster Airport,yes
LOL,medium_airport,Derby Field,no
BBX,small_airport,Wings Field,no
LOT,small_airport,Lewis University Airport,no
LOU,medium_airport,Bowman Field,no
LOZ,medium_airport,London-Corbin Airport/Magee Field,no
LPC,small_airport,Lompoc Airport,no
LQK,small_airport,Pickens County Airport,no
LRD,medium_airport,Laredo International Airport,yes
LRF,medium_airport,Little Rock Air Force Base,no
LRJ,small_airport,Le Mars Municipal Airport,no
LRU,medium_airport,Las Cruces International Airport,yes
LSB,small_airport,Lordsburg Municipal Airport,no
LSE,medium_airport,La Crosse Regional Airport,yes
